Member ID,Restaurant ID,Restaurant Latitude,Restaurant Longitude,Restaurant Name
384561,35606,36.3592648,127.4265946,오문창순대국밥
384561,241412,36.328131400000004,127.3989486,괸돌해물찜
384561,36915,36.350287,127.38725600000001,파더스스테이크
384561,37546,36.38923645,127.31528473,후루룩손칼국수
470218,16889,36.4150305,127.38227409999999,솔밭묵집
470218,203490,36.3537674,127.37825775,김현정떡볶기
470218,215936,36.29718399,127.33834076,병규스토리
470218,188670,36.3537403,127.3772697,설해돈
470218,37534,36.3517723,127.3303889,착한낙지
470946,16891,36.390173100000005,127.3502037,숯골원냉면
470946,272219,36.38037235,127.32504145,이태리식탁
470946,37393,36.36048889,127.34056854,이비가짬뽕
470946,257244,36.3618428,127.35030479999999,불란서삼겹살
470946,37534,36.3517723,127.3303889,착한낙지
581183,16891,36.390173100000005,127.3502037,숯골원냉면
581183,272219,36.38037235,127.32504145,이태리식탁
581183,37393,36.36048889,127.34056854,이비가짬뽕
581183,257244,36.3618428,127.35030479999999,불란서삼겹살
581183,37534,36.3517723,127.3303889,착한낙지
587395,16912,36.3276777,127.42730859999999,성심당
587395,252056,36.3526428,127.3465321,부연부
587395,37546,36.38923645,127.31528473,후루룩손칼국수
587395,203490,36.3537674,127.37825775,김현정떡볶기
587395,35606,36.3592648,127.4265946,오문창순대국밥
599591,285150,36.364580100000005,127.3412996,커피인터뷰
599591,36614,36.36576343,127.37631667,병규돈가스
599591,188235,36.3518803,127.37572990000001,모모가든
599591,257244,36.3618428,127.35030479999999,불란서삼겹살
599591,272219,36.38037235,127.32504145,이태리식탁
615460,189576,36.362987,127.35703459999999,콜마르브레드
615460,16867,36.3683794,127.38105829999999,천년의정원
615460,285150,36.364580100000005,127.3412996,커피인터뷰
615460,37546,36.38923645,127.31528473,후루룩손칼국수
615460,188235,36.3518803,127.37572990000001,모모가든
624547,16912,36.3276777,127.42730859999999,성심당
624547,252056,36.3526428,127.3465321,부연부
624547,37546,36.38923645,127.31528473,후루룩손칼국수
624547,203490,36.3537674,127.37825775,김현정떡볶기
624547,35606,36.3592648,127.4265946,오문창순대국밥
629275,36784,36.3541335,127.37547350000001,로보쿡
629275,35606,36.3592648,127.4265946,오문창순대국밥
629275,241412,36.328131400000004,127.3989486,괸돌해물찜
629275,36915,36.350287,127.38725600000001,파더스스테이크
629275,37546,36.38923645,127.31528473,후루룩손칼국수
663375,16891,36.390173100000005,127.3502037,숯골원냉면
663375,272219,36.38037235,127.32504145,이태리식탁
663375,37393,36.36048889,127.34056854,이비가짬뽕
663375,257244,36.3618428,127.35030479999999,불란서삼겹살
663375,37534,36.3517723,127.3303889,착한낙지
688272,37546,36.38923645,127.31528473,후루룩손칼국수
688272,37393,36.36048889,127.34056854,이비가짬뽕
688272,36614,36.36576343,127.37631667,병규돈가스
688272,237061,36.3471387,127.3395798,궁중칼국수
688272,16891,36.390173100000005,127.3502037,숯골원냉면
724912,189576,36.362987,127.35703459999999,콜마르브레드
724912,16867,36.3683794,127.38105829999999,천년의정원
724912,285150,36.364580100000005,127.3412996,커피인터뷰
724912,37546,36.38923645,127.31528473,후루룩손칼국수
724912,188235,36.3518803,127.37572990000001,모모가든
736868,37497,36.3616477,127.35050430000001,봉대박스파게티
736868,237061,36.3471387,127.3395798,궁중칼국수
736868,285150,36.364580100000005,127.3412996,커피인터뷰
736868,36915,36.350287,127.38725600000001,파더스스테이크
736868,37062,36.347370399999996,127.3954946,5∙5닭갈비
744087,16891,36.390173100000005,127.3502037,숯골원냉면
744087,272219,36.38037235,127.32504145,이태리식탁
744087,37393,36.36048889,127.34056854,이비가짬뽕
744087,257244,36.3618428,127.35030479999999,불란서삼겹살
744087,37534,36.3517723,127.3303889,착한낙지
